,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,se@s
4153,1627,2015,240000,110000,1,1,1,2,1.1,145.0,7.0,135.4,5.0
4154,1867,2008,500000,219000,1,1,1,2,12.8,244.0,12.0,2.4,8.0
4155,1033,2017,300000,80000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
4156,1112,2016,750000,80000,1,1,1,0,28.0,1248.0,88.5,2.0,5.0
4157,1252,2016,574000,35000,3,1,1,2,2.85,117.0,83.14,115.0,5.0
4158,1621,2013,200000,167000,1,1,1,0,22.3,1248.0,88.8,2.0,5.0
4159,473,2016,1100000,94000,1,1,1,0,1.67,1582.0,126.2,25.0,5.0
4160,572,2012,350000,80000,3,1,1,0,17.2,186.0,62.1,6.1,5.0
4161,1014,1998,70000,100000,3,1,1,2,16.1,76.0,37.0,5.0,4.0
4162,303,2005,120000,90000,3,1,1,2,13.8,12.0,7.0,1.7,5.0
4163,1864,2012,700000,246000,1,1,1,2,12.0,244.0,1.0,2.0,7.0
4164,1076,2019,500000,10000,3,1,1,0,21.4,117.0,83.1,115.0,5.0
4165,1638,2016,370000,90000,1,1,1,0,1.0,145.0,6.1,135.0,5.0
4166,1782,2019,600000,5200,3,1,1,0,2.3,11.0,83.81,114.0,5.0
4167,1373,2006,100000,120000,3,1,1,2,17.3,3.0,6.0,78.0,5.0
4168,1280,2013,409999,90000,1,1,1,2,22.0,1248.0,74.0,1.0,5.0
4169,396,2016,750000,50000,3,1,0,0,18.0,147.0,117.3,145.0,5.0
4170,533,2017,600000,5000,3,1,1,0,18.0,117.0,81.86,113.75,5.0
4171,834,2018,550000,10500,3,1,1,0,18.15,118.0,82.0,115.0,6.0
4172,1463,2018,950000,26000,1,1,1,0,1.6,1461.0,18.45,245.0,5.0
4173,920,2014,645000,139000,1,1,0,0,11.7,217.0,12.0,2.0,8.0
4174,985,2014,750000,60000,1,1,1,2,15.1,217.0,14.0,33.0,7.0
4175,1409,2006,650000,40000,3,1,1,0,11.7,176.0,178.0,24.5,5.0
4176,205,2015,800000,25000,3,1,1,0,15.85,14.0,11.4,14.0,5.0
4177,1807,2010,350000,60000,3,1,1,2,14.53,178.0,138.0,173.0,5.0
4178,205,2015,700000,25000,3,1,1,0,15.85,14.0,11.4,14.0,5.0
4179,1265,2011,335000,15000,3,1,1,0,17.5,128.0,85.8,114.0,5.0
4180,1242,2012,270000,110000,1,1,1,0,1.3,1248.0,73.0,1.0,5.0
4181,1261,2010,320000,100000,1,1,1,2,1.3,1248.0,73.0,1.0,5.0
4182,579,2007,120000,120000,3,1,1,0,17.8,186.0,63.0,0.8,5.0
4183,7,2010,730000,55000,3,1,0,2,12.3,1781.0,163.2,22.0,5.0
4184,1210,2007,125000,120000,3,1,1,4,15.0,1586.0,14.68,145.0,5.0
4185,1363,2007,150000,35000,3,1,1,0,18.2,161.0,64.0,84.0,5.0
4186,1033,2018,310000,13000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
4187,1249,2015,625000,50000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
4188,666,2012,267000,40000,3,1,1,0,2.36,117.0,78.0,111.7,5.0
4189,707,2016,600000,25000,3,1,1,0,17.1,117.0,81.86,114.73,5.0
4190,1132,2011,180000,110000,3,1,1,2,15.37,116.0,73.0,11.0,7.0
4191,1853,2019,700000,5000,3,1,1,0,23.87,117.0,88.5,113.0,5.0
4192,1009,2013,121000,50000,3,1,1,2,16.1,76.0,37.0,5.0,4.0
4193,543,2014,350000,80000,3,1,1,4,18.0,117.0,82.0,114.0,5.0
4194,1866,2012,869999,225000,1,1,1,2,12.0,244.0,1.0,2.0,8.0
4195,750,2017,2711000,9000,1,0,0,0,13.6,1.0,177.0,43.0,5.0
4196,771,2019,5150000,20000,3,0,0,0,22.37,2487.0,214.56,22.0,5.0
4197,751,2017,3200000,45000,1,0,0,0,1.33,1.0,177.0,43.0,5.0
4198,1728,2015,503000,110000,1,1,1,0,14.1,217.0,147.4,32.0,7.0
4199,1978,2019,3800000,20000,1,1,0,0,18.0,16.0,1.0,4.0,5.0
4200,1800,2016,2000000,68089,3,2,0,0,1.16,244.0,157.7,213.0,5.0
4201,1332,2013,225000,58343,3,2,1,0,21.7,8.0,67.5,0.0,5.0
4202,1064,2018,740000,38817,1,0,1,0,27.3,1248.0,74.0,1.0,5.0
4203,439,2016,550000,56494,3,2,1,0,18.2,11.0,88.7,11.0,5.0
4204,1880,2013,750000,79328,1,2,1,2,12.0,244.0,1.6,2.0,7.0
4205,1222,2019,650000,5621,3,2,0,0,22.0,117.0,81.8,113.0,5.0
4206,1837,2017,625000,25538,3,2,1,0,16.78,146.0,88.73,132.0,5.0
4207,1225,2018,600000,69779,3,0,0,0,22.0,117.0,81.8,113.0,5.0
4208,531,2017,450000,56290,1,0,1,0,24.0,1186.0,73.7,1.24,5.0
4209,49,2019,5400000,7500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
4210,49,2019,5500000,8500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
4211,334,2019,779000,7032,3,2,0,0,1.0,11.0,88.76,11.0,5.0
4212,1553,2016,645000,11000,3,0,0,0,14.3,158.0,13.5,153.0,5.0
4213,1977,2018,2475000,2000,1,0,0,0,16.8,184.0,15.0,35.0,5.0
4214,1330,2008,80000,100000,3,1,1,4,17.3,161.0,64.0,8.6,5.0
4215,663,2008,120000,93331,3,1,1,2,1.81,186.0,68.5,0.4,5.0
4216,897,2012,370000,120000,1,1,1,2,13.5,217.0,115.0,277.5,5.0
4217,1450,2015,750000,70000,1,1,1,0,1.1,1461.0,18.5,248.0,5.0
4218,811,2015,484999,100000,1,1,1,0,15.6,2523.0,63.0,18.0,9.0
4219,452,2006,120000,90000,1,1,1,2,13.1,143.0,82.0,187.0,5.0
4220,401,2017,860000,28000,3,1,1,0,17.8,147.0,117.3,145.0,5.0
4221,1239,2018,650000,50000,1,1,1,0,28.4,1248.0,74.2,1.0,5.0
4222,1155,2014,650000,90000,1,1,1,0,2.77,1248.0,88.8,2.0,7.0
4223,588,2016,710000,40000,1,1,1,0,24.8,136.0,88.7,21.7,5.0
4224,261,2017,430000,113000,1,1,1,0,25.83,148.0,0.0,215.0,5.0
4225,1298,2011,305000,188000,1,1,1,2,17.8,1248.0,75.0,1.0,5.0
4226,282,2011,220000,100000,1,1,1,0,2.0,13.0,68.0,16.0,5.0
4227,1748,2010,150000,225000,1,1,1,4,14.0,148.0,0.0,1.0,9.0
4228,942,2017,660000,67000,1,1,1,2,18.4,143.0,1.0,24.0,7.0
4229,60,2011,140000,70000,1,1,1,1,25.44,36.0,57.6,15.0,5.0
4230,1816,2015,1100000,50000,3,1,1,0,14.28,178.0,138.3,173.0,5.0
4231,752,2013,2450000,60000,1,1,0,0,16.36,217.0,187.7,45.0,5.0
4232,1918,2017,625000,34000,1,1,0,0,22.0,148.0,18.45,25.0,5.0
4233,366,2004,198000,110000,3,1,1,4,12.8,143.0,1.0,13.1,5.0
4234,1332,2005,130000,140000,3,1,1,2,18.0,8.0,67.1,0.0,5.0
4235,378,2012,540000,100000,3,1,1,2,16.8,147.0,116.3,146.0,5.0
4236,537,2017,550000,10000,3,1,0,0,18.0,117.0,81.86,113.75,5.0
4237,1100,2018,475000,30000,3,1,1,0,21.63,8.0,67.4,0.0,5.0
4238,1843,2016,3100000,90000,1,1,0,0,15.4,2755.0,174.5,45.0,7.0
4239,1192,2010,217000,120000,1,1,1,0,21.1,1248.0,73.0,113.0,5.0
4240,1238,2019,750000,6500,3,1,0,0,21.21,117.0,81.8,113.0,5.0
4241,1164,2010,350000,80000,3,1,1,0,11.6,128.0,8.0,13.0,8.0
4242,917,2008,400000,100000,1,1,1,4,12.5,217.0,12.0,2.0,7.0
4243,1836,2015,570000,120000,1,1,1,2,23.5,1364.0,67.5,17.0,5.0
4244,493,2012,180000,120000,3,1,1,2,21.1,814.0,55.2,74.5,5.0
4245,1457,1998,68000,110000,3,1,1,4,13.1,158.0,77.0,121.0,5.0
4246,1534,2006,280000,150000,1,1,1,4,18.7,186.0,66.0,211.0,5.0
4247,1652,2005,90000,120000,1,1,1,1,16.1,145.0,7.0,13.5,5.0
4248,1401,2015,2600000,100000,1,1,0,2,15.26,2143.0,23.2,5.0,5.0
4249,1742,2018,700000,63000,1,1,1,0,15.3,256.0,83.83,25.0,7.0
4250,1397,2016,1850000,40000,1,1,0,2,17.0,2143.0,136.0,3.0,5.0
4251,209,2015,685000,109000,1,0,1,0,22.7,148.0,8.84,24.0,5.0
4252,1284,2015,565000,114000,1,0,1,0,25.2,1248.0,73.4,1.0,5.0
4253,1535,2017,1600000,33000,3,0,0,2,14.7,178.0,177.5,25.0,5.0
4254,546,2014,395000,160000,1,0,1,4,24.0,112.0,7.0,16.0,5.0
4255,741,2013,425000,101000,1,0,1,0,21.0,136.0,88.76,21.6,5.0
4256,1961,2019,1350000,5400,1,0,1,3,22.27,148.0,18.6,25.0,5.0
4257,584,2016,1950000,45000,1,0,0,2,16.38,15.0,183.0,4.0,5.0
4258,1492,2018,535000,31000,3,0,0,0,24.4,0.0,67.0,1.0,5.0
4259,1490,2018,500000,31000,3,0,1,0,23.1,0.0,67.0,1.0,5.0
4260,1353,2016,434999,55000,3,0,1,0,2.52,117.0,81.8,113.0,5.0
4261,1696,2018,250000,55000,3,0,0,0,21.0,624.0,37.48,51.0,4.0
4262,598,2014,700000,117000,1,0,1,0,22.32,1582.0,126.32,25.8,5.0
4263,30,2010,1100000,102000,1,0,0,0,1.62,15.0,187.74,4.0,5.0
4264,1931,2012,900000,108000,1,0,0,0,17.42,168.0,175.0,35.0,5.0
4265,1346,2015,425000,75000,3,0,1,0,2.52,117.0,81.8,113.0,5.0
4266,1384,2011,1600000,74000,1,0,0,0,1.0,2148.0,17.0,4.0,5.0
4267,289,2013,325000,158000,1,0,1,0,24.4,14.0,8.6,215.0,5.0
4268,749,2019,2700000,10000,1,1,0,0,13.8,2.0,174.57,38.0,7.0
4269,188,2018,950000,40000,1,1,1,0,23.0,148.0,8.6,25.0,5.0
4270,1724,2019,1140000,10000,1,1,0,0,21.5,147.0,18.5,26.0,5.0
4271,1582,2017,980000,53000,1,1,1,0,17.6,217.0,147.4,32.0,7.0
4272,761,2017,1920000,20000,1,1,1,2,16.3,156.0,17.0,35.0,5.0
4273,1935,2020,808000,5000,3,1,1,0,18.24,0.0,18.6,175.0,5.0
4274,1252,2014,550000,30000,3,1,1,0,1.1,117.0,85.8,114.0,5.0
4275,1058,2010,215000,64000,3,1,1,0,1.7,76.0,46.3,62.0,5.0
4276,256,2016,512000,10500,3,1,1,0,18.16,116.0,86.8,112.0,5.0
4277,1058,2011,215000,50000,3,1,1,2,1.7,76.0,46.3,62.0,5.0
4278,1563,2012,500000,60000,1,1,1,0,2.5,158.0,13.5,25.0,5.0
4279,1550,2015,700000,35000,1,1,1,0,21.14,148.0,13.52,25.0,5.0
4280,1727,2012,525000,135000,1,1,1,0,13.3,217.0,138.3,32.0,7.0
4281,896,2011,550000,70000,1,1,1,2,12.5,217.0,12.0,2.0,9.0
4282,1313,2016,750000,80000,1,1,1,0,24.3,1248.0,88.5,2.0,5.0
4283,1091,2017,395000,25000,3,1,1,0,21.63,8.0,67.0,0.0,5.0
4284,700,2017,675000,5000,3,1,1,0,18.6,117.0,81.83,114.7,5.0
4285,574,2008,140000,80000,3,1,1,4,17.2,186.0,62.1,6.1,5.0
4286,926,2011,430000,120000,1,1,1,2,12.5,217.0,12.0,2.0,8.0
4287,750,2017,2711000,9000,1,0,0,0,13.6,1.0,177.0,43.0,5.0
4288,771,2019,5150000,20000,3,0,0,0,22.37,2487.0,214.56,22.0,5.0
4289,751,2017,3200000,45000,1,0,0,0,1.33,1.0,177.0,43.0,5.0
4290,1728,2015,503000,110000,1,1,1,0,14.1,217.0,147.4,32.0,7.0
4291,1978,2019,3800000,20000,1,1,0,0,18.0,16.0,1.0,4.0,5.0
4292,1800,2016,2000000,68089,3,2,0,0,1.16,244.0,157.7,213.0,5.0
4293,1332,2013,225000,58343,3,2,1,0,21.7,8.0,67.5,0.0,5.0
4294,1064,2018,740000,38817,1,0,1,0,27.3,1248.0,74.0,1.0,5.0
4295,439,2016,550000,56494,3,2,1,0,18.2,11.0,88.7,11.0,5.0
4296,1880,2013,750000,79328,1,2,1,2,12.0,244.0,1.6,2.0,7.0
4297,1222,2019,650000,5621,3,2,0,0,22.0,117.0,81.8,113.0,5.0
4298,1837,2017,625000,25538,3,2,1,0,16.78,146.0,88.73,132.0,5.0
4299,1225,2018,600000,69779,3,0,0,0,22.0,117.0,81.8,113.0,5.0
4300,531,2017,450000,56290,1,0,1,0,24.0,1186.0,73.7,1.24,5.0
4301,49,2019,5400000,7500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
4302,49,2019,5500000,8500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
4303,334,2019,779000,7032,3,2,0,0,1.0,11.0,88.76,11.0,5.0
4304,1553,2016,645000,11000,3,0,0,0,14.3,158.0,13.5,153.0,5.0
4305,1977,2018,2475000,2000,1,0,0,0,16.8,184.0,15.0,35.0,5.0
4306,1333,2014,300000,10000,3,1,1,0,2.51,8.0,67.4,0.0,5.0
4307,91,2013,355000,68000,1,1,1,0,22.1,1248.0,76.0,25.0,5.0
4308,1039,2015,180000,35000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
4309,1664,2013,280000,70000,1,1,1,0,25.0,136.0,6.0,14.0,5.0
4310,1682,2011,250000,70000,1,1,1,0,1.0,1248.0,0.0,2.0,5.0
4311,1586,2007,125000,50000,3,1,1,0,15.3,113.0,65.3,12.0,5.0
4312,1202,2018,810000,29700,1,1,1,0,25.1,1248.0,88.5,2.0,5.0
4313,692,2018,671000,20000,3,1,0,0,18.6,1368.0,8.63,132.3,5.0
4314,1039,2018,295000,20000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
4315,1149,2017,850000,40000,1,1,1,0,24.52,1248.0,88.5,2.0,7.0
4316,1301,2013,409999,90000,1,1,1,0,22.0,1248.0,74.0,1.0,5.0
4317,1151,2015,600000,90000,3,1,1,0,16.2,1373.0,3.7,13.0,7.0
4318,793,2015,600000,80000,1,1,1,0,15.6,2523.0,62.1,15.0,7.0
4319,1334,2012,220000,60000,3,1,1,4,18.0,8.0,67.1,0.0,5.0
4320,1249,2013,550000,56000,1,1,1,0,23.4,1248.0,74.0,1.0,5.0
4321,888,2014,650000,50000,1,1,1,0,14.0,2523.0,75.0,2.0,8.0
4322,883,2014,655000,50000,1,1,1,2,14.0,2523.0,75.0,2.0,9.0
4323,1740,2006,130000,74000,1,1,1,0,13.7,148.0,68.0,115.0,7.0
4324,1460,2014,400000,123000,1,1,1,0,1.1,1461.0,18.45,248.0,5.0
4325,1058,2009,155000,54000,3,1,1,0,1.7,76.0,46.3,62.0,5.0
4326,1643,2013,250000,50000,3,1,1,0,15.64,113.0,64.1,1.0,5.0
4327,555,2014,400000,80000,3,1,1,2,18.0,117.0,82.0,114.0,5.0
4328,123,2019,500000,10000,3,1,1,0,1.2,118.0,67.5,14.0,5.0
4329,567,2018,565000,10000,3,1,0,0,2.3,186.0,68.0,0.0,5.0
4330,187,2018,900000,40000,1,1,1,0,23.0,148.0,8.6,25.0,5.0
4331,812,2017,650000,120000,1,1,1,0,16.5,143.0,7.0,15.0,7.0
4332,793,2013,600000,45000,1,1,1,0,15.6,2523.0,62.1,15.0,7.0
4333,1249,2018,800000,35000,1,1,1,0,28.4,1248.0,74.2,1.0,5.0
4334,741,2015,575000,60000,1,1,1,0,22.54,136.0,88.73,21.7,5.0
4335,265,2016,550000,40000,3,1,0,0,17.1,14.0,11.4,136.0,5.0
4336,1211,2011,190000,80000,3,1,1,4,15.5,1586.0,13.3,145.0,5.0
4337,190,2017,750000,37000,1,1,1,0,23.0,148.0,8.6,25.0,5.0
4338,1069,2018,625000,22000,3,1,1,0,21.4,117.0,83.1,115.0,5.0
4339,684,2018,799000,60000,1,1,1,2,22.54,136.0,88.73,21.7,5.0
4340,1349,2013,300000,57000,3,1,1,2,2.51,8.0,67.4,0.0,5.0
4341,1106,2017,850000,27000,3,1,1,0,2.73,1373.0,1.1,13.0,5.0
4342,101,2012,130000,70000,3,1,1,0,18.0,5.0,62.0,0.3,5.0
4343,1045,2011,229999,40000,3,1,1,2,2.2,8.0,67.1,0.0,5.0
4344,1096,2015,400000,60000,3,1,1,0,23.1,8.0,67.4,0.0,5.0
4345,946,2018,900000,35000,1,1,1,0,16.55,248.0,15.0,247.0,6.0
4346,869,2015,800000,70000,1,1,1,0,15.4,17.0,12.0,28.0,7.0
4347,493,2015,250999,43000,3,1,1,2,21.1,814.0,55.2,74.5,5.0
4348,1667,2011,250000,110000,3,1,1,2,15.0,1368.0,0.0,116.0,5.0
4349,171,2009,100000,100000,3,1,1,2,15.7,1172.0,67.0,6.0,5.0
4350,1294,2016,450000,64000,3,1,1,0,2.4,117.0,81.8,113.0,5.0
4351,1476,2017,575000,96000,1,1,1,0,1.87,1461.0,83.8,2.0,5.0
4352,1471,2013,400000,96000,1,1,1,0,2.46,1461.0,83.8,2.0,5.0
4353,1093,2019,480000,7600,3,1,1,0,21.63,8.0,67.0,0.0,5.0
4354,1093,2019,490000,7000,3,1,1,0,21.63,8.0,67.0,0.0,5.0
4355,1654,2007,150000,120000,1,1,1,2,17.0,145.0,7.0,13.5,5.0
4356,1575,2017,600000,50000,1,1,1,0,22.5,1248.0,74.0,1.0,5.0
4357,640,2015,500000,50000,1,1,1,2,24.4,112.0,71.0,18.4,5.0
4358,1793,2015,425000,80000,1,1,1,0,23.0,1248.0,88.7,2.0,5.0
4359,453,2003,108000,200000,1,1,1,2,13.1,143.0,82.0,187.0,5.0
4360,1889,2015,1030000,190000,1,1,1,0,12.0,244.0,1.6,2.0,7.0
4361,1354,2015,360000,34000,3,1,1,0,2.51,8.0,67.4,0.0,5.0
4362,1952,2012,290000,80000,3,1,1,2,16.47,118.0,73.0,11.0,5.0
4363,1280,2011,400000,72000,1,1,1,0,22.0,1248.0,74.0,1.0,5.0
4364,1160,2003,70000,20000,1,1,1,0,15.0,1527.0,57.0,6.0,5.0
4365,1733,2012,320000,70000,1,1,1,2,15.3,256.0,83.8,25.0,7.0
4366,187,2019,975000,30000,1,1,1,0,23.0,148.0,8.6,25.0,5.0
4367,410,2019,1227000,5000,3,1,0,0,18.0,147.0,117.6,145.0,5.0
4368,600,2014,755000,29340,1,1,1,0,22.32,1582.0,126.32,25.8,5.0
4369,281,2011,215000,120000,1,1,1,0,2.0,13.0,68.0,16.0,5.0
4370,1870,2011,735000,200000,1,1,1,2,12.8,244.0,12.0,2.4,7.0
4371,662,2007,190000,70000,3,1,1,2,1.81,186.0,68.5,0.4,5.0
4372,1882,2014,1365000,80800,1,1,1,2,12.0,244.0,1.6,2.0,8.0
4373,429,2018,675000,24265,3,0,1,0,18.7,11.0,88.7,11.0,5.0
4374,1249,2014,438999,81000,1,0,1,0,23.4,1248.0,74.0,1.0,5.0
4375,1506,2015,550000,240000,1,1,1,0,1.8,1461.0,18.5,245.0,7.0
4376,1252,2013,409999,35000,3,1,1,0,1.1,117.0,85.8,114.0,5.0
4377,1499,2019,350000,15000,3,1,1,0,25.17,7.0,53.3,72.0,5.0
4378,57,2012,135000,49000,1,1,1,4,25.44,36.0,57.6,15.0,5.0
4379,1891,2016,1490000,56900,1,1,1,2,13.68,233.0,147.8,343.0,8.0
4380,1281,2014,520000,70000,1,1,1,2,25.2,1248.0,74.0,1.0,5.0
4381,1251,2010,315000,180000,1,1,1,0,1.3,1248.0,73.0,1.0,5.0
4382,1025,2010,235000,50000,3,1,1,0,1.0,8.0,66.1,0.0,5.0
4383,457,2005,80500,50000,3,1,1,4,13.2,145.0,4.0,12.5,5.0
4384,1192,2013,375000,88200,1,1,1,0,23.2,1248.0,73.4,1.0,5.0
4385,1297,2006,189000,93000,3,1,1,2,16.1,117.0,85.0,113.0,5.0
4386,316,2017,550000,120000,1,1,1,0,25.8,148.0,8.6,2.0,5.0
4387,251,2011,260000,110000,1,1,1,2,17.8,13.0,68.0,16.3,5.0
4388,1235,2016,650000,50000,1,1,0,2,26.5,1248.0,74.0,1.0,5.0
4389,1249,2013,480000,80000,1,1,1,0,23.4,1248.0,74.0,1.0,5.0
4390,726,2016,700000,40000,1,1,1,0,22.54,136.0,88.73,21.7,5.0
4391,1150,2015,650000,110000,1,1,1,4,2.77,1248.0,88.76,2.0,7.0
4392,475,2015,1300000,48000,1,1,1,2,1.67,1582.0,126.2,25.0,5.0
4393,1929,2016,1350000,97000,1,1,0,0,16.6,168.0,138.3,32.0,5.0
4394,1960,2016,1000000,60000,1,1,0,0,22.15,148.0,18.6,25.0,5.0
4395,1402,2011,1700000,110000,1,1,0,4,0.0,287.0,165.0,51.0,5.0
4396,1910,2018,1080000,12800,3,1,0,0,17.8,146.0,15.5,14.0,5.0
4397,489,2012,170000,40000,3,1,1,0,21.1,814.0,55.2,74.5,5.0
4398,1229,2017,610000,49000,1,1,1,0,28.4,1248.0,74.0,1.0,5.0
4399,1195,2014,350000,25000,3,1,1,0,18.5,117.0,85.8,114.0,5.0
4400,1033,2016,260000,65000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
4401,166,2015,700000,20000,1,1,1,0,2.4,1248.0,1.7,2.0,5.0
4402,1941,2018,678000,17000,3,1,1,0,18.78,0.0,75.0,5.0,5.0
4403,1208,2015,800000,15000,1,1,1,0,23.65,1248.0,88.5,2.0,5.0
4404,1826,2014,400000,120000,1,1,1,2,23.5,1364.0,67.4,17.0,5.0
4405,733,2010,300000,49000,3,1,1,0,18.5,117.0,8.0,11.4,5.0
4406,698,2016,520000,29000,3,1,1,0,18.6,117.0,81.83,114.7,5.0
4407,1455,2017,850000,55000,1,1,0,0,1.61,1461.0,18.5,248.0,5.0
4408,1050,2015,300000,40000,3,1,1,0,23.5,8.0,67.5,0.0,5.0
4409,367,2010,350000,120000,3,1,1,2,17.0,147.0,118.0,146.0,5.0
4410,1313,2019,892000,10000,1,1,1,0,24.3,1248.0,88.5,2.0,5.0
4411,163,2012,285000,70000,1,1,1,2,2.3,1248.0,2.0,2.0,5.0
4412,669,2012,300000,60000,2,1,1,0,1.2,186.0,68.5,0.4,5.0
4413,1115,2016,620000,90000,1,1,1,0,28.0,1248.0,88.5,2.0,5.0
4414,1313,2017,750000,90000,1,1,1,0,24.3,1248.0,88.5,2.0,5.0
4415,1033,2016,270000,35000,3,1,1,0,22.74,76.0,47.3,6.0,5.0
4416,1155,2014,560000,90000,1,1,1,0,2.77,1248.0,88.8,2.0,7.0
4417,574,2012,300000,40000,3,1,1,2,17.2,186.0,62.1,6.1,5.0
4418,574,2012,300000,40000,3,1,1,2,17.2,186.0,62.1,6.1,5.0
4419,539,2018,570000,20000,3,1,1,0,18.0,117.0,81.86,113.75,5.0
4420,1646,2011,220000,80000,1,1,1,0,23.3,136.0,6.0,14.0,5.0
4421,1211,2012,260000,99000,3,1,1,2,15.5,1586.0,13.3,145.0,5.0
4422,1223,2019,600000,7500,3,1,0,0,21.21,117.0,81.8,113.0,5.0
4423,1695,2015,80000,60000,3,1,1,0,23.0,624.0,37.48,51.0,4.0
4424,497,2016,300000,40800,3,1,1,0,21.1,814.0,55.2,74.5,5.0
4425,1798,2015,300000,70000,3,1,1,0,17.57,113.0,88.7,14.0,5.0
4426,846,2016,400000,100000,3,1,1,0,18.15,118.0,82.0,115.0,5.0
4427,1292,2016,550000,8588,3,1,1,0,22.0,117.0,81.8,113.0,5.0
4428,405,2019,1200000,40000,1,1,1,0,25.6,148.0,7.0,2.0,5.0
4429,264,2015,500000,60000,1,1,1,0,25.83,148.0,0.0,215.0,5.0
4430,1163,2005,93000,80000,3,1,1,4,15.0,128.0,85.0,11.0,5.0
4431,387,2014,500000,110000,1,1,1,0,26.0,148.0,8.6,2.0,5.0
4432,1907,2018,670000,150000,1,1,1,0,23.5,1364.0,67.5,17.0,5.0
4433,1884,2012,750000,120000,1,1,1,2,12.8,244.0,12.0,2.4,7.0
4434,1050,2017,370000,30000,3,1,1,0,23.5,8.0,67.5,0.0,5.0
4435,1020,2012,100000,70000,3,1,1,2,16.1,76.0,37.0,5.0,4.0
4436,671,2016,425000,50000,3,1,1,0,1.81,186.0,68.5,0.4,5.0
4437,1879,2006,370000,305000,1,1,1,1,12.8,244.0,12.0,2.4,8.0
4438,1700,2009,229999,212000,1,1,1,4,11.57,217.0,138.1,32.0,7.0
4439,1147,2016,850000,35000,1,1,1,0,24.52,1248.0,88.5,2.0,7.0
4440,955,2018,750000,22000,1,1,1,0,21.3,1461.0,65.0,16.0,5.0
4441,1787,2010,235000,50000,1,1,1,0,1.71,148.0,0.0,1.0,14.0
4442,448,2017,700000,70000,1,1,1,0,25.5,148.0,8.6,2.0,5.0
4443,547,2016,480000,56000,1,1,1,0,24.0,112.0,7.0,16.0,5.0
4444,1791,2016,475000,50000,1,1,1,0,22.5,1248.0,74.0,1.0,5.0
4445,1546,2015,610000,120000,1,1,1,0,21.14,148.0,13.52,25.0,5.0
4446,1871,2011,650000,120000,1,1,1,2,12.8,244.0,12.0,2.4,8.0
4447,448,2017,800000,70000,1,1,1,0,25.5,148.0,8.6,2.0,5.0
4448,1700,2015,520000,120000,1,1,1,0,11.57,217.0,138.1,32.0,7.0
4449,1607,2014,160000,90000,1,1,1,0,25.0,136.0,6.0,14.0,5.0
4450,1202,2018,1000000,70000,1,1,1,0,25.1,1248.0,88.5,2.0,5.0
4451,1150,2015,700000,120000,1,1,1,2,2.77,1248.0,88.76,2.0,7.0
4452,329,2017,590000,70000,1,1,1,2,25.8,148.0,8.6,2.0,5.0
4453,1345,2002,140000,80000,3,1,1,2,18.0,8.0,67.1,0.0,5.0
4454,942,2017,725000,100000,1,1,1,2,18.4,143.0,1.0,24.0,7.0
4455,1898,2017,1680000,157000,1,1,1,0,13.68,233.0,147.8,343.0,7.0
4456,1249,2015,550000,50000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
4457,1192,2012,240000,90000,1,1,1,2,23.2,1248.0,73.4,1.0,5.0
4458,63,2013,667000,65000,1,1,1,0,14.6,2231.0,184.0,424.0,7.0
4459,431,2017,670000,50000,1,1,1,0,27.3,148.0,8.6,2.0,5.0
4460,1249,2015,550000,110000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
4461,1096,2015,400000,30000,3,1,1,0,23.1,8.0,67.4,0.0,5.0
4462,598,2014,545000,80000,1,1,1,2,22.32,1582.0,126.32,25.8,5.0
4463,1145,2015,599000,70000,3,1,1,0,16.2,1373.0,3.7,13.0,7.0
4464,465,2016,725000,100000,1,1,1,0,21.38,136.0,88.7,21.7,5.0
4465,401,2015,525000,120000,3,1,1,2,17.4,147.0,117.3,145.0,5.0
4466,1192,2011,204999,85000,1,1,1,2,21.1,1248.0,73.0,113.0,5.0
4467,1526,2012,190000,110000,1,1,1,0,21.0,11.0,75.0,18.0,5.0
4468,549,2015,310000,60000,1,1,1,1,24.0,112.0,7.0,16.0,5.0
4469,549,2016,380000,90000,1,1,1,2,24.0,112.0,7.0,16.0,5.0
4470,1045,2012,204000,110000,3,1,1,4,2.2,8.0,67.1,0.0,5.0
4471,485,2018,350000,25000,3,1,1,0,2.3,8.0,68.5,4.14,5.0
4472,1967,2013,350000,100000,1,1,1,0,2.54,158.0,13.6,25.0,5.0
4473,282,2012,175000,120000,1,1,1,2,2.0,13.0,68.0,16.0,5.0
4474,1967,2011,340000,90000,1,1,1,0,2.54,158.0,13.6,25.0,5.0
4475,413,2017,950000,35000,3,1,1,0,17.4,147.0,117.6,145.0,5.0
4476,401,2017,894999,35000,3,1,1,0,17.8,147.0,117.3,145.0,5.0
