,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
293,26,0.0,0.0,950,0.0,4,4,0.0,1,401,4,0.0,48,2,2,0.0,4,0.0,5828,8450,1,1.0,0.0,12,3,2,80,0,8,0,3,8,7,7,4
294,37,1.0,0.0,889,0.0,9,3,0.0,1,403,2,0.0,53,3,1,0.0,4,0.0,2326,11411,1,1.0,0.0,12,3,3,80,3,4,3,2,4,2,1,2
295,42,1.0,0.0,555,0.0,26,3,0.0,1,404,3,1.0,77,3,4,0.0,2,0.0,13525,14864,5,1.0,1.0,14,3,4,80,1,23,2,4,20,4,4,8
296,18,0.0,0.0,230,0.0,3,3,0.0,1,405,3,0.0,54,3,1,0.0,3,0.0,1420,25233,1,1.0,1.0,13,3,3,80,0,0,2,3,0,0,0,0
297,35,1.0,0.0,1232,0.0,16,3,0.0,1,406,3,0.0,96,3,3,0.0,2,0.0,8020,5100,0,1.0,1.0,15,3,3,80,2,12,3,2,11,9,6,9
298,36,1.0,0.0,566,0.0,18,4,0.0,1,407,3,0.0,81,4,1,0.0,4,0.0,3688,7122,4,1.0,1.0,18,3,4,80,2,4,2,3,1,0,0,0
299,51,1.0,0.0,1302,0.0,2,3,0.0,1,408,4,0.0,84,1,2,0.0,2,1.0,5482,16321,5,1.0,1.0,18,3,4,80,1,13,3,3,4,1,1,2
300,41,1.0,0.0,334,0.0,2,4,0.0,1,410,4,0.0,88,3,4,0.0,2,0.0,16015,15896,1,1.0,1.0,19,3,2,80,0,22,2,3,22,10,0,4
301,18,1.0,0.0,812,0.0,10,3,0.0,1,411,4,1.0,69,2,1,0.0,3,0.0,1200,9724,1,1.0,1.0,12,3,1,80,0,0,2,3,0,0,0,0
302,28,1.0,0.0,1476,0.0,16,2,0.0,1,412,2,0.0,68,4,2,1.0,1,0.0,5661,4824,0,1.0,1.0,19,3,3,80,0,9,2,3,8,3,0,7
303,31,1.0,0.0,218,0.0,7,3,0.0,1,416,2,0.0,100,4,2,0.0,4,0.0,6929,12241,4,1.0,1.0,11,3,2,80,1,10,3,2,8,7,7,7
304,39,1.0,0.0,1132,0.0,1,3,0.0,1,417,3,0.0,48,4,3,1.0,4,1.0,9613,10942,0,1.0,1.0,17,3,1,80,3,19,5,2,18,10,3,7
305,36,1.0,1.0,1105,0.0,24,4,0.0,1,419,2,1.0,47,3,2,0.0,2,0.0,5674,6927,7,1.0,1.0,15,3,3,80,1,11,3,3,9,8,0,8
306,32,1.0,0.0,906,0.0,7,3,0.0,1,420,4,0.0,91,2,2,0.0,3,0.0,5484,16985,1,1.0,1.0,14,3,3,80,1,13,3,2,13,8,4,8
307,38,1.0,0.0,849,0.0,25,2,0.0,1,421,1,1.0,81,2,3,0.0,2,0.0,12061,26707,3,1.0,1.0,17,3,3,80,1,19,2,3,10,8,0,1
308,58,1.0,1.0,390,0.0,1,4,0.0,1,422,4,0.0,32,1,2,1.0,3,1.0,5660,17056,2,1.0,0.0,13,3,4,80,1,12,2,3,5,3,1,2
309,31,1.0,0.0,691,0.0,5,4,0.0,1,423,3,0.0,86,3,1,0.0,4,0.0,4821,10077,0,1.0,0.0,12,3,3,80,1,6,4,3,5,2,0,3
310,31,1.0,0.0,106,1.0,2,3,1.0,1,424,1,0.0,62,2,2,0.0,1,0.0,6410,17822,3,1.0,1.0,12,3,4,80,0,9,1,3,2,2,1,0
311,45,1.0,0.0,1249,0.0,7,3,0.0,1,425,1,0.0,97,3,3,0.0,1,1.0,5210,20308,1,1.0,1.0,18,3,1,80,1,24,2,3,24,9,9,11
312,31,1.0,0.0,192,0.0,2,4,0.0,1,426,3,0.0,32,3,1,0.0,4,1.0,2695,7747,0,1.0,0.0,18,3,2,80,1,3,2,1,2,2,2,2
313,33,1.0,0.0,553,0.0,5,4,0.0,1,428,4,1.0,74,3,3,0.0,2,0.0,11878,23364,6,1.0,1.0,11,3,2,80,2,12,2,3,10,6,8,8
314,39,1.0,0.0,117,0.0,10,1,0.0,1,429,3,0.0,99,3,4,0.0,1,0.0,17068,5355,1,1.0,0.0,14,3,4,80,0,21,3,3,21,9,11,10
315,43,1.0,0.0,185,0.0,10,4,0.0,1,430,3,1.0,33,3,1,0.0,4,0.0,2455,10675,0,1.0,1.0,19,3,1,80,0,9,5,3,8,7,1,7
316,49,1.0,0.0,1091,0.0,1,2,0.0,1,431,3,1.0,90,2,4,1.0,3,0.0,13964,17810,7,1.0,0.0,12,3,4,80,0,25,2,3,7,1,0,7
317,52,0.0,0.0,723,0.0,8,4,0.0,1,433,3,0.0,85,2,2,0.0,2,0.0,4941,17747,2,1.0,1.0,15,3,1,80,0,11,3,2,8,2,7,7
318,27,1.0,0.0,1220,0.0,5,3,0.0,1,434,3,1.0,85,3,1,0.0,2,0.0,2478,20938,1,1.0,0.0,12,3,2,80,0,4,2,2,4,3,1,2
319,32,1.0,0.0,588,0.0,8,2,0.0,1,436,3,1.0,65,2,2,0.0,2,0.0,5228,24624,1,1.0,0.0,11,3,4,80,0,13,2,3,13,12,11,9
320,27,1.0,0.0,1377,0.0,2,3,0.0,1,437,4,0.0,74,3,2,0.0,3,0.0,4478,5242,1,1.0,0.0,11,3,1,80,0,5,3,3,5,4,0,4
321,31,1.0,0.0,691,0.0,7,3,0.0,1,438,4,0.0,73,3,2,0.0,4,1.0,7547,7143,4,1.0,1.0,12,3,4,80,3,13,3,3,7,7,1,7
322,32,1.0,0.0,1018,0.0,2,4,0.0,1,439,1,1.0,74,4,2,0.0,4,0.0,5055,10557,7,1.0,1.0,16,3,3,80,0,10,0,2,7,7,0,7
323,28,0.0,0.0,1157,0.0,2,4,0.0,1,440,1,0.0,84,1,1,0.0,4,0.0,3464,24737,5,1.0,0.0,13,3,4,80,0,5,4,2,3,2,2,2
324,30,1.0,0.0,1275,0.0,28,2,0.0,1,441,4,1.0,64,3,2,0.0,4,0.0,5775,11934,1,1.0,1.0,13,3,4,80,2,11,2,3,10,8,1,9
325,31,1.0,0.0,798,0.0,7,2,0.0,1,442,3,1.0,48,2,3,0.0,3,0.0,8943,14034,1,1.0,1.0,24,4,1,80,1,10,2,3,10,9,8,9
326,39,1.0,0.0,672,0.0,7,2,0.0,1,444,3,0.0,54,2,5,0.0,4,0.0,19272,21141,1,1.0,1.0,15,3,1,80,1,21,2,3,21,9,13,3
327,39,0.0,0.0,1162,0.0,3,2,0.0,1,445,4,1.0,41,3,2,0.0,3,0.0,5238,17778,4,1.0,0.0,18,3,1,80,0,12,3,2,1,0,0,0
328,33,1.0,0.0,508,0.0,10,3,0.0,1,446,2,0.0,46,2,2,0.0,4,0.0,4682,4317,3,1.0,1.0,14,3,3,80,0,9,6,2,7,7,0,1
329,47,1.0,0.0,1482,0.0,5,5,0.0,1,447,4,0.0,42,3,5,0.0,3,0.0,18300,16375,4,1.0,1.0,11,3,2,80,1,21,2,3,3,2,1,1
330,43,1.0,0.0,559,0.0,10,4,0.0,1,448,3,1.0,82,2,2,0.0,3,1.0,5257,6227,1,1.0,1.0,11,3,2,80,1,9,3,4,9,7,0,0
331,27,1.0,1.0,210,0.0,1,1,0.0,1,449,3,0.0,73,3,2,0.0,2,0.0,6349,22107,0,1.0,0.0,13,3,4,80,1,6,0,3,5,4,1,4
332,54,1.0,0.0,928,0.0,20,4,0.0,1,450,4,1.0,31,3,2,0.0,3,0.0,4869,16885,3,1.0,1.0,12,3,4,80,0,20,4,2,4,3,0,3
333,43,1.0,0.0,1001,0.0,7,3,0.0,1,451,3,1.0,43,3,3,1.0,1,0.0,9985,9262,8,1.0,1.0,16,3,1,80,1,10,1,2,1,0,0,0
334,45,1.0,0.0,549,0.0,8,4,0.0,1,452,4,0.0,75,3,2,0.0,4,0.0,3697,9278,9,1.0,1.0,14,3,1,80,2,12,3,3,10,9,9,8
335,40,1.0,0.0,1124,0.0,1,2,0.0,1,453,2,0.0,57,1,2,0.0,4,0.0,7457,13273,2,1.0,0.0,22,4,3,80,3,6,2,2,4,3,0,2
336,29,0.0,0.0,318,0.0,8,4,0.0,1,454,2,0.0,77,1,1,0.0,1,0.0,2119,4759,1,1.0,0.0,11,3,4,80,0,7,4,2,7,7,0,7
337,29,1.0,0.0,738,0.0,9,5,0.0,1,455,2,0.0,30,2,1,0.0,4,0.0,3983,7621,0,1.0,1.0,17,3,3,80,0,4,2,3,3,2,2,2
338,30,1.0,0.0,570,0.0,5,3,0.0,1,456,4,1.0,30,2,2,0.0,3,1.0,6118,5431,1,1.0,1.0,13,3,3,80,3,10,2,3,10,9,1,2
339,27,1.0,0.0,1130,0.0,8,4,0.0,1,458,2,1.0,56,3,2,0.0,2,0.0,6214,3415,1,1.0,1.0,18,3,1,80,1,8,3,3,8,7,0,7
340,37,1.0,0.0,1192,0.0,5,2,0.0,1,460,4,0.0,61,3,2,0.0,4,1.0,6347,23177,7,1.0,1.0,16,3,3,80,2,8,2,2,6,2,0,4
341,38,1.0,0.0,343,0.0,15,2,0.0,1,461,3,0.0,92,2,3,0.0,4,1.0,11510,15682,0,1.0,0.0,14,3,2,80,1,12,3,3,11,10,2,9
342,31,1.0,0.0,1232,0.0,7,4,0.0,1,462,3,1.0,39,3,3,0.0,4,0.0,7143,25713,1,1.0,0.0,14,3,3,80,0,11,2,2,11,9,4,10
343,29,1.0,0.0,144,0.0,10,1,0.0,1,463,4,1.0,39,2,2,0.0,2,1.0,8268,11866,1,1.0,0.0,14,3,1,80,2,7,2,3,7,7,1,7
344,35,1.0,0.0,1296,0.0,5,4,0.0,1,464,3,0.0,62,3,3,0.0,2,0.0,8095,18264,0,1.0,1.0,13,3,4,80,0,17,5,3,16,6,0,13
345,23,1.0,0.0,1309,0.0,26,1,0.0,1,465,3,0.0,83,3,1,0.0,4,1.0,2904,16092,1,1.0,1.0,12,3,3,80,2,4,2,2,4,2,0,2
346,41,1.0,0.0,483,0.0,6,3,0.0,1,466,4,0.0,95,2,2,0.0,2,0.0,6032,10110,6,1.0,0.0,15,3,4,80,0,8,3,3,5,4,1,2
347,47,1.0,0.0,1309,0.0,4,1,0.0,1,467,2,0.0,99,3,2,0.0,3,0.0,2976,25751,3,1.0,1.0,19,3,1,80,0,5,3,3,0,0,0,0
348,42,1.0,0.0,810,0.0,23,5,0.0,1,468,1,1.0,44,3,4,0.0,4,0.0,15992,15901,2,1.0,1.0,14,3,2,80,0,16,2,3,1,0,0,0
349,29,1.0,1.0,746,0.0,2,3,0.0,1,469,4,0.0,61,3,2,0.0,3,0.0,4649,16928,1,1.0,1.0,14,3,1,80,1,4,3,2,4,3,0,2
350,42,1.0,0.0,544,1.0,2,1,0.0,1,470,3,0.0,52,3,1,0.0,3,1.0,2696,24017,0,1.0,0.0,11,3,3,80,1,4,5,3,3,2,1,0
351,32,1.0,0.0,1062,0.0,2,3,0.0,1,471,3,1.0,75,3,1,0.0,2,0.0,2370,3956,1,1.0,1.0,13,3,3,80,1,8,4,3,8,0,0,7
352,48,1.0,0.0,530,0.0,29,1,0.0,1,473,1,1.0,91,3,3,0.0,3,0.0,12504,23978,3,1.0,1.0,21,4,2,80,1,15,3,1,0,0,0,0
353,37,1.0,0.0,1319,0.0,6,3,0.0,1,474,3,0.0,51,4,2,0.0,1,1.0,5974,17001,4,1.0,0.0,13,3,1,80,2,13,2,3,7,7,6,7
354,30,1.0,1.0,641,0.0,25,2,0.0,1,475,4,1.0,85,3,2,0.0,3,0.0,4736,6069,7,1.0,0.0,12,3,2,80,1,4,2,4,2,2,2,2
355,26,1.0,0.0,933,0.0,1,3,0.0,1,476,3,0.0,57,3,2,0.0,3,0.0,5296,20156,1,1.0,1.0,17,3,2,80,1,8,3,3,8,7,7,7
356,42,1.0,0.0,1332,0.0,2,4,0.0,1,477,1,0.0,98,2,2,1.0,4,0.0,6781,17078,3,1.0,1.0,23,4,2,80,0,14,6,3,1,0,0,0
357,21,0.0,0.0,756,0.0,1,1,0.0,1,478,1,1.0,99,2,1,0.0,2,0.0,2174,9150,1,1.0,0.0,11,3,3,80,0,3,3,3,3,2,1,2
358,36,1.0,1.0,845,0.0,1,5,0.0,1,479,4,1.0,45,3,2,0.0,4,0.0,6653,15276,4,1.0,1.0,15,3,2,80,0,7,6,3,1,0,0,0
359,36,1.0,0.0,541,0.0,3,4,0.0,1,481,1,0.0,48,2,3,0.0,4,0.0,9699,7246,4,1.0,1.0,11,3,1,80,1,16,2,3,13,9,1,12
360,57,1.0,0.0,593,0.0,1,4,0.0,1,482,4,0.0,88,3,2,1.0,3,0.0,6755,2967,2,1.0,1.0,11,3,3,80,0,15,2,3,3,2,1,2
361,40,1.0,0.0,1171,0.0,10,4,0.0,1,483,4,1.0,46,4,1,0.0,3,0.0,2213,22495,3,1.0,0.0,13,3,3,80,1,10,3,3,7,7,1,7
362,21,1.0,1.0,895,0.0,9,2,0.0,1,484,1,0.0,39,3,1,0.0,4,0.0,2610,2851,1,1.0,1.0,24,4,3,80,0,3,3,2,3,2,2,2
363,33,0.0,0.0,350,0.0,5,3,0.0,1,485,4,1.0,34,3,1,0.0,3,0.0,2851,9150,1,1.0,0.0,13,3,2,80,0,1,2,3,1,0,0,0
364,37,1.0,0.0,921,0.0,10,3,0.0,1,486,3,1.0,98,3,1,0.0,1,0.0,3452,17663,6,1.0,1.0,20,4,2,80,1,17,3,3,5,4,0,3
365,46,1.0,1.0,1144,0.0,7,4,0.0,1,487,3,1.0,30,3,2,0.0,3,0.0,5258,16044,2,1.0,1.0,14,3,3,80,0,7,2,4,1,0,0,0
366,41,0.0,0.0,143,0.0,4,3,0.0,1,488,1,0.0,56,3,2,0.0,2,0.0,9355,9558,1,1.0,1.0,18,3,3,80,0,8,5,3,8,7,7,7
367,50,1.0,0.0,1046,0.0,10,3,0.0,1,491,4,0.0,100,2,3,1.0,4,0.0,10496,2755,6,1.0,1.0,15,3,4,80,0,20,2,3,4,3,1,3
368,40,0.0,0.0,575,0.0,22,2,0.0,1,492,3,0.0,68,2,2,0.0,3,0.0,6380,6110,2,1.0,0.0,12,3,1,80,2,8,6,3,6,4,1,0
369,31,1.0,0.0,408,0.0,9,4,0.0,1,493,3,0.0,42,2,1,0.0,2,0.0,2657,7551,0,1.0,0.0,16,3,4,80,0,3,5,3,2,2,2,2
370,21,0.0,0.0,156,0.0,12,3,0.0,1,494,3,1.0,90,4,1,0.0,2,0.0,2716,25422,1,1.0,1.0,15,3,4,80,0,1,0,3,1,0,0,0
371,29,1.0,0.0,1283,0.0,23,3,0.0,1,495,4,0.0,54,3,1,0.0,4,0.0,2201,18168,9,1.0,1.0,16,3,4,80,0,6,4,3,3,2,1,2
372,35,1.0,0.0,755,0.0,9,4,0.0,1,496,3,0.0,97,2,2,1.0,2,0.0,6540,19394,9,1.0,1.0,19,3,3,80,0,10,5,3,1,1,0,0
373,27,1.0,0.0,1469,0.0,1,2,0.0,1,497,4,0.0,82,3,1,0.0,2,1.0,3816,17881,1,1.0,1.0,11,3,2,80,1,5,2,3,5,2,0,4
374,28,1.0,0.0,304,0.0,9,4,0.0,1,498,2,0.0,92,3,2,0.0,4,0.0,5253,20750,1,1.0,1.0,16,3,4,80,0,7,1,3,7,5,0,7
375,49,1.0,0.0,1261,0.0,7,3,0.0,1,499,2,0.0,31,2,3,1.0,3,0.0,10965,12066,8,1.0,1.0,24,4,3,80,0,26,2,3,5,2,0,0
376,51,1.0,0.0,1178,0.0,14,2,0.0,1,500,3,1.0,87,3,2,0.0,4,0.0,4936,14862,4,1.0,1.0,11,3,3,80,1,18,2,2,7,7,0,7
377,36,1.0,0.0,329,0.0,2,3,0.0,1,501,4,1.0,96,3,1,0.0,3,0.0,2543,11868,4,1.0,1.0,13,3,2,80,1,6,3,3,2,2,2,2
378,34,0.0,1.0,1362,0.0,19,3,0.0,1,502,1,0.0,67,4,2,0.0,4,0.0,5304,4652,8,1.0,0.0,13,3,2,80,0,9,3,2,5,2,0,4
379,55,1.0,0.0,1311,0.0,2,3,0.0,1,505,3,1.0,97,3,4,0.0,4,0.0,16659,23258,2,1.0,0.0,13,3,3,80,0,30,2,3,5,4,1,2
380,24,1.0,0.0,1371,0.0,10,4,0.0,1,507,4,1.0,77,3,2,0.0,3,1.0,4260,5915,1,1.0,0.0,12,3,4,80,1,5,2,4,5,2,0,3
381,30,1.0,0.0,202,0.0,2,1,0.0,1,508,3,0.0,72,3,1,0.0,2,0.0,2476,17434,1,1.0,1.0,18,3,1,80,1,1,3,3,1,0,0,0
382,26,0.0,0.0,575,0.0,3,1,0.0,1,510,3,0.0,73,3,1,0.0,1,0.0,3102,6582,0,1.0,1.0,22,4,3,80,0,7,2,3,6,4,0,4
383,22,1.0,0.0,253,0.0,11,3,0.0,1,511,1,1.0,43,3,1,0.0,2,0.0,2244,24440,1,1.0,1.0,13,3,4,80,1,2,1,3,2,1,1,2
384,36,1.0,0.0,164,0.0,2,2,0.0,1,513,2,0.0,61,2,3,0.0,3,0.0,7596,3809,1,1.0,1.0,13,3,2,80,2,10,2,3,10,9,9,0
385,30,0.0,0.0,464,0.0,4,3,0.0,1,514,3,0.0,40,3,1,0.0,4,0.0,2285,3427,9,1.0,0.0,23,4,3,80,0,3,4,3,1,0,0,0
386,37,1.0,0.0,1107,0.0,14,3,0.0,1,515,4,1.0,95,3,1,0.0,1,1.0,3034,26914,1,1.0,1.0,12,3,3,80,1,18,2,2,18,7,12,17
387,40,1.0,0.0,759,0.0,2,2,0.0,1,516,4,1.0,46,3,2,0.0,2,1.0,5715,22553,7,1.0,1.0,12,3,3,80,2,8,5,3,5,4,1,3
388,42,1.0,0.0,201,0.0,1,4,0.0,1,517,2,1.0,95,3,1,0.0,1,1.0,2576,20490,3,1.0,1.0,16,3,2,80,1,8,5,3,5,2,1,2
389,37,1.0,0.0,1305,0.0,10,4,0.0,1,518,3,0.0,49,3,2,0.0,2,0.0,4197,21123,2,1.0,0.0,12,3,4,80,0,18,2,2,1,0,0,1
390,43,1.0,0.0,982,0.0,12,3,0.0,1,520,1,0.0,59,2,4,0.0,2,1.0,14336,4345,1,1.0,1.0,11,3,3,80,1,25,3,3,25,10,3,9
391,40,1.0,0.0,555,0.0,2,3,0.0,1,521,2,1.0,78,2,2,0.0,3,0.0,3448,13436,6,1.0,1.0,22,4,2,80,1,20,3,3,1,0,0,0
392,54,1.0,0.0,821,0.0,5,2,0.0,1,522,1,0.0,86,3,5,0.0,1,0.0,19406,8509,4,1.0,1.0,11,3,3,80,1,24,4,2,4,2,1,2
393,34,1.0,1.0,1381,0.0,4,4,0.0,1,523,3,1.0,72,3,2,0.0,3,0.0,6538,12740,9,1.0,1.0,15,3,1,80,1,6,3,3,3,2,1,2
394,31,1.0,0.0,480,0.0,7,2,0.0,1,524,2,1.0,31,3,2,0.0,1,0.0,4306,4156,1,1.0,1.0,12,3,2,80,1,13,5,1,13,10,3,12
395,43,1.0,0.0,313,0.0,21,3,0.0,1,525,4,0.0,61,3,1,0.0,4,0.0,2258,15238,7,1.0,1.0,20,4,1,80,1,8,1,3,3,2,1,2
396,43,1.0,0.0,1473,0.0,8,4,0.0,1,526,3,1.0,74,3,2,1.0,3,1.0,4522,2227,4,1.0,0.0,14,3,4,80,0,8,3,3,5,2,0,2
397,25,1.0,0.0,891,0.0,4,2,0.0,1,527,2,1.0,99,2,2,0.0,4,0.0,4487,12090,1,1.0,0.0,11,3,2,80,0,5,3,3,5,4,1,3
398,37,1.0,1.0,1063,0.0,25,5,0.0,1,529,2,1.0,72,3,2,0.0,3,0.0,4449,23866,3,1.0,0.0,15,3,1,80,2,15,2,3,13,11,10,7
399,31,1.0,0.0,329,0.0,1,2,0.0,1,530,4,0.0,98,2,1,0.0,1,0.0,2218,16193,1,1.0,1.0,12,3,3,80,1,4,3,3,4,2,3,2
400,39,1.0,0.0,1218,0.0,1,1,0.0,1,531,2,0.0,52,3,5,0.0,3,1.0,19197,8213,1,1.0,0.0,14,3,3,80,1,21,3,3,21,8,1,6
401,56,1.0,0.0,906,0.0,6,3,0.0,1,532,3,1.0,86,4,4,0.0,1,0.0,13212,18256,9,1.0,1.0,11,3,4,80,3,36,0,2,7,7,7,7
402,30,1.0,0.0,1082,0.0,12,3,0.0,1,533,2,1.0,83,3,2,0.0,3,0.0,6577,19558,0,1.0,1.0,11,3,2,80,0,6,6,3,5,4,4,4
403,41,1.0,0.0,645,0.0,1,3,0.0,1,534,2,0.0,49,4,3,0.0,1,0.0,8392,19566,1,1.0,1.0,16,3,3,80,1,10,2,3,10,7,0,7
404,28,1.0,0.0,1300,0.0,17,2,0.0,1,536,3,0.0,79,3,2,0.0,1,1.0,4558,13535,1,1.0,1.0,12,3,4,80,1,10,2,3,10,0,1,8
405,25,0.0,0.0,688,0.0,3,3,0.0,1,538,1,0.0,91,3,1,0.0,1,0.0,4031,9396,5,1.0,1.0,13,3,3,80,1,6,5,3,2,2,0,2
406,52,1.0,0.0,319,0.0,3,3,0.0,1,543,4,0.0,39,2,3,0.0,3,0.0,7969,19609,2,1.0,0.0,14,3,3,80,0,28,4,3,5,4,0,4
407,45,1.0,0.0,192,0.0,10,2,0.0,1,544,1,0.0,69,3,1,0.0,4,0.0,2654,9655,3,1.0,1.0,21,4,4,80,2,8,3,2,2,2,0,2
408,52,1.0,0.0,1490,0.0,4,2,0.0,1,546,4,1.0,30,3,4,0.0,4,0.0,16555,10310,2,1.0,1.0,13,3,4,80,0,31,2,1,5,2,1,4
409,42,1.0,0.0,532,0.0,29,2,0.0,1,547,1,1.0,92,3,2,0.0,3,1.0,4556,12932,2,1.0,1.0,11,3,2,80,1,19,3,3,5,4,0,2
410,30,1.0,0.0,317,0.0,2,3,0.0,1,548,3,1.0,43,1,2,0.0,4,0.0,6091,24793,2,1.0,1.0,20,4,3,80,0,11,2,3,5,4,0,2
411,60,1.0,0.0,422,0.0,7,3,0.0,1,549,1,1.0,41,3,5,0.0,1,0.0,19566,3854,5,1.0,1.0,11,3,4,80,0,33,5,1,29,8,11,10
412,46,1.0,0.0,1485,0.0,18,3,0.0,1,550,3,1.0,87,3,2,0.0,3,1.0,4810,26314,2,1.0,1.0,14,3,3,80,1,19,5,2,10,7,0,8
413,42,1.0,0.0,1368,0.0,28,4,0.0,1,551,4,1.0,88,2,2,1.0,4,0.0,4523,4386,0,1.0,1.0,11,3,4,80,3,7,4,4,6,5,0,4
414,24,0.0,0.0,1448,0.0,1,1,0.0,1,554,1,1.0,62,3,1,0.0,2,0.0,3202,21972,1,1.0,0.0,16,3,2,80,0,6,4,3,5,3,1,4
415,34,0.0,0.0,296,0.0,6,2,0.0,1,555,4,1.0,33,1,1,0.0,3,1.0,2351,12253,0,1.0,1.0,16,3,4,80,1,3,3,2,2,2,1,0
416,38,1.0,0.0,1490,0.0,2,2,0.0,1,556,4,0.0,42,3,1,0.0,4,0.0,1702,12106,1,1.0,0.0,23,4,3,80,1,1,3,3,1,0,0,0
417,40,1.0,0.0,1398,0.0,2,4,0.0,1,558,3,1.0,79,3,5,0.0,3,0.0,18041,13022,0,1.0,1.0,14,3,4,80,0,21,2,3,20,15,1,12
418,26,1.0,0.0,1349,0.0,23,3,0.0,1,560,1,1.0,90,3,1,0.0,4,1.0,2886,3032,1,1.0,1.0,22,4,2,80,2,3,3,1,3,2,0,2
419,30,1.0,1.0,1400,0.0,3,3,0.0,1,562,3,0.0,53,3,1,0.0,4,0.0,2097,16734,4,1.0,1.0,15,3,3,80,1,9,3,1,5,3,1,4
420,29,1.0,0.0,986,0.0,3,4,0.0,1,564,2,0.0,93,2,3,0.0,3,0.0,11935,21526,1,1.0,1.0,18,3,3,80,0,10,2,3,10,2,0,7
421,29,0.0,0.0,408,0.0,25,5,0.0,1,565,3,1.0,71,2,1,0.0,2,0.0,2546,18300,5,1.0,1.0,16,3,2,80,0,6,2,4,2,2,1,1
422,19,0.0,0.0,489,1.0,2,2,0.0,1,566,1,0.0,52,2,1,0.0,4,0.0,2564,18437,1,1.0,1.0,12,3,3,80,0,1,3,4,1,0,0,0
423,30,1.0,1.0,1398,0.0,22,4,0.0,1,567,3,1.0,69,3,3,0.0,1,0.0,8412,2890,0,1.0,1.0,11,3,3,80,0,10,3,3,9,8,7,8
424,57,1.0,0.0,210,0.0,29,3,0.0,1,568,1,0.0,56,2,4,0.0,4,1.0,14118,22102,3,1.0,1.0,12,3,3,80,1,32,3,2,1,0,0,0
425,50,1.0,0.0,1099,0.0,29,4,0.0,1,569,2,0.0,88,2,4,0.0,3,0.0,17046,9314,0,1.0,1.0,15,3,2,80,1,28,2,3,27,10,15,7
426,30,1.0,1.0,1116,0.0,2,3,0.0,1,571,3,1.0,49,3,1,0.0,4,0.0,2564,7181,0,1.0,1.0,14,3,3,80,0,12,2,2,11,7,6,7
427,60,1.0,0.0,1499,0.0,28,3,0.0,1,573,3,1.0,80,2,3,0.0,1,0.0,10266,2845,4,1.0,1.0,19,3,4,80,0,22,5,4,18,13,13,11
428,47,1.0,0.0,983,0.0,2,2,0.0,1,574,1,1.0,65,3,2,0.0,4,1.0,5070,7389,5,1.0,1.0,13,3,3,80,3,20,2,3,5,0,0,4
429,46,1.0,0.0,1009,0.0,2,3,0.0,1,575,1,0.0,51,3,4,0.0,3,0.0,17861,2288,6,1.0,1.0,13,3,3,80,0,26,2,1,3,2,0,1
430,35,1.0,0.0,144,0.0,22,3,0.0,1,577,4,0.0,46,1,1,0.0,3,0.0,4230,19225,0,1.0,1.0,15,3,3,80,0,6,2,3,5,4,4,3
431,54,1.0,0.0,548,0.0,8,4,0.0,1,578,3,1.0,42,3,2,0.0,3,0.0,3780,23428,7,1.0,1.0,11,3,3,80,0,19,3,3,1,0,0,0
432,34,1.0,0.0,1303,0.0,2,4,0.0,1,579,4,0.0,62,2,1,0.0,3,1.0,2768,8416,3,1.0,1.0,12,3,3,80,1,14,3,3,7,3,5,7
433,46,1.0,0.0,1125,0.0,10,3,0.0,1,580,3,1.0,94,2,3,0.0,4,0.0,9071,11563,2,1.0,0.0,19,3,3,80,1,15,3,3,3,2,1,2
434,31,1.0,0.0,1274,0.0,9,1,0.0,1,581,3,0.0,33,3,3,0.0,2,1.0,10648,14394,1,1.0,1.0,25,4,4,80,1,13,6,4,13,8,0,8
435,33,0.0,0.0,1277,0.0,15,1,0.0,1,582,2,0.0,56,3,3,0.0,3,0.0,13610,24619,7,1.0,0.0,12,3,4,80,0,15,2,4,7,6,7,7
436,33,0.0,0.0,587,0.0,10,1,0.0,1,584,1,0.0,38,1,1,0.0,4,1.0,3408,6705,7,1.0,1.0,13,3,1,80,3,8,2,3,4,3,1,3
437,30,1.0,0.0,413,0.0,7,1,0.0,1,585,4,0.0,57,3,1,0.0,2,0.0,2983,18398,0,1.0,1.0,14,3,1,80,0,4,3,3,3,2,1,2
438,35,1.0,0.0,1276,0.0,16,3,0.0,1,586,4,0.0,72,3,3,1.0,3,0.0,7632,14295,4,1.0,0.0,12,3,3,80,0,10,2,3,8,7,0,0
439,31,0.0,0.0,534,0.0,20,3,0.0,1,587,1,0.0,66,3,3,1.0,3,0.0,9824,22908,3,1.0,1.0,12,3,1,80,0,12,2,3,1,0,0,0
440,34,0.0,0.0,988,1.0,23,3,1.0,1,590,2,1.0,43,3,3,0.0,1,1.0,9950,11533,9,1.0,0.0,15,3,3,80,3,11,2,3,3,2,0,2
